Unit name,Zone,Country,name,Status,Operator,Construction's begin,Commissioning Year,Decommissioning Year,Category,Energy 1,Energy 2,Energy 3,Technology,Sub Energy 1,Sub Energy 2,Sub Energy 3,Sub-techno.,CHP,CCS,Barge,Desalination,capacity,Energy Capacity (MWh),Discharge duration (hours),Last Update,Comment,City,lat,long,CAPEX (USDm),Date of financing,Production 2007 (GWh),Production 2008 (GWh),Production 2009 (GWh),Production 2010 (GWh),Production 2011 (GWh),Production 2012 (GWh),Production 2013 (GWh),Production 2014 (GWh),Production 2015 (GWh),Production 2016 (GWh),Production 2017 (GWh),Production 2018 (GWh),Production 2019 (GWh),Production 2020 (GWh),Load factor 2007 (%),Load factor 2008 (%),Load factor 2009 (%),Load factor 2010 (%),Load factor 2011 (%),Load factor 2012 (%),Load factor 2013 (%),Load factor 2014 (%),Load factor 2015 (%),Load factor 2016 (%),Load factor 2017 (%),Load factor 2018 (%),Load factor 2019 (%),Load factor 2020 (%),cluster
Nadrensee,Europe,Germany,Nadrensee,Operational,Enertrag,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.0,,,20/09/2021,,Nadrensee,53.33,14.35,48.973195337752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Nechlin - I,Europe,Germany,Nechlin,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Nechlin,53.456245,13.891694,22.056076122484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Nechlin - II,Europe,Germany,Nechlin,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.6,,,20/09/2021,,Nechlin,53.456245,13.891694,23.168553646206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Nechlin - III,Europe,Germany,Nechlin,Operational,Enertrag,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Nechlin,53.456245,13.891694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Neuenfeld - I,Europe,Germany,Neuenfeld,Operational,Enertrag,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.5,,,20/09/2021,,Neuenfeld,53.42,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Neuenfeld - II,Europe,Germany,Neuenfeld,Operational,Enertrag,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Neuenfeld,53.42,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Neuenfeld - III,Europe,Germany,Neuenfeld,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Neuenfeld,53.42,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Neuenfeld - IV,Europe,Germany,Neuenfeld,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.0,,,20/09/2021,,Neuenfeld,53.42,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Postlow - I,Europe,Germany,Postlow,Operational,Enertrag,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,,Postlow,53.84,13.56,10.109034889472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Postlow - IV,Europe,Germany,Postlow,Operational,Enertrag,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Postlow,53.84,13.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Postlow - II,Europe,Germany,Postlow,Operational,Enertrag,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.3,,,20/09/2021,,Postlow,53.84,13.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Quenstedt,Europe,Germany,Quenstedt,Operational,N.prior energy GmbH,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Quenstedt,51.68,11.48,18.694459257325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Randowhöhe,Europe,Germany,Randowhöhe,Operational,Enertrag,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,67.2,,,16/11/2021,,Randowhöhe,53.26,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Schönfeld,Europe,Germany,Schönfeld,Operational,Enertrag,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.0,,,20/09/2021,,Schönfeld,51.3,13.71,62.528492121362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Sonnenberg - II,Europe,Germany,Sonnenberg - II,Operational,Enertrag,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,86.0,,,20/09/2021,,Oschersleben,53.02,13.09,131.00632056524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Spitzer Berg - I,Europe,Germany,Spitzer Berg,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.6,,,20/09/2021,,Büden,52.15,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Spitzer Berg - II,Europe,Germany,Spitzer Berg,Operational,Enertrag,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Büden,52.15,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Storkow-Templin,Europe,Germany,Storkow-Templin,Operational,Enertrag,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.5,,,20/09/2021,,Storkow-Templin,52.26,13.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
Süderland,Europe,Germany,Süderland,Operational,Enertrag,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,23.8,,,20/09/2021,,Süderland,54.67,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Uckermark-Prenzlau - I,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.25,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - II,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1994.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - III,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.5,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - IV,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.4,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - V,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - VI,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - VII,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau -VIII,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - IX,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - X,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - XI,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,21.197533685698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - XII,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.0,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - XIII,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - XIV,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.8,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - XV,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Uckermark-Prenzlau - XVI,Europe,Germany,Uckermark-Prenzlau,Operational,Enertrag,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Uckermark-Prenzlau,53.33,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Wolfen - I,Europe,Germany,Wolfen WPP,Operational,Enertrag,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.5,,,20/09/2021,,Wolfen,51.6629152,12.2698908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Wolfen - II,Europe,Germany,Wolfen WPP,Operational,Enertrag,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Wolfen,51.6629152,12.2698908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Wolfen - III,Europe,Germany,Wolfen WPP,Operational,Enertrag,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.9,,,20/09/2021,,Wolfen,51.6629152,12.2698908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Cottbus-Ost I,Europe,Germany,Cottbus-Ost I,Operational,Vattenfall,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.0,,,20/09/2021,,Cottbus,51.7563108,14.3328679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Hübitz,Europe,Germany,Hübitz,Operational,,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.8,,,20/09/2021,,Hübitz,51.59,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Ihlewitz,Europe,Germany,Ihlewitz,Operational,Windpark Ihlewitz,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.7,,,20/09/2021,,Ihlewitz,51.65,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Jöhstadt - II,Europe,Germany,Jöhstadt - II,Operational,,,1994.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.75,,,20/09/2021,,Jöhstadt,50.51,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Jöhstadt - III,Europe,Germany,Jöhstadt - III,Operational,,,1994.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.2,,,20/09/2021,,Jöhstadt,50.51,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Karstädt-Blüthen I,Europe,Germany,Karstädt-Blüthen,Operational,ENGIE,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.0,,,20/09/2021,,Karstädt,53.1628303,11.7452754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Karstädt-Blüthen II,Europe,Germany,Karstädt-Blüthen,Operational,ENGIE,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Karstädt,53.1628303,11.7452754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Littdorf,Europe,Germany,Littdorf,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Littdorf,51.06,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Molau-Leislau,Europe,Germany,Molau-Leislau,Operational,Levanto Molau/Leislau GmbH,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.4,,,20/09/2021,,Molau,51.057598,11.7799324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Bockelwitz,Europe,Germany,Bockelwitz,Operational,BKW,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Bockelwitz,51.1978508,12.9560223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Wansleben,Europe,Germany,Wansleben,Operational,Windpark am süßen See Verwaltung GmbH,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Wansleben,51.4619079,11.7511049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Ernst Jesaitis,Europe,Germany,Ernst Jesaitis,Operational,,,1991.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Schülp,54.24,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Thede Dörscher,Europe,Germany,Thede Dörscher,Operational,,,1991.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.25,,,20/09/2021,,Neufelderkoog,53.9,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Petersen GbR,Europe,Germany,Petersen GbR,Operational,,,1992.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.25,,,20/09/2021,,Kronprinzenkoog,53.9710874,8.9654129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Klaus Gehrts,Europe,Germany,Klaus Gehrts,Operational,,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Zennhusen,54.27,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Eucken Wollatz,Europe,Germany,Eucken Wollatz,Operational,,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.4,,,20/09/2021,,Hedwigenkoog,54.18,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Rolf Jochims,Europe,Germany,Rolf Jochims,Operational,,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Norderwöhrden,54.19,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Klaus Kühl,Europe,Germany,Klaus Kühl,Operational,,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.6,,,20/09/2021,,Süderdeich,54.2,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Ernst Mohr,Europe,Germany,Ernst Mohr,Operational,,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.4,,,20/09/2021,,Heringssand,54.2,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Peter Mohr,Europe,Germany,Peter Mohr,Operational,,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.4,,,20/09/2021,,Heringssand,54.2,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Otto-Heinrich Voigt,Europe,Germany,Otto-Heinrich Voigt,Operational,,,1993.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.4,,,20/09/2021,,Norddeich,54.22,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Schülp I,Europe,Germany,Schülp I,Operational,,,1994.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.3,,,20/09/2021,,Schülp,54.24,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Ludolf Ibs,Europe,Germany,Ludolf Ibs,Operational,,,1996.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.5,,,20/09/2021,,Trennewurth,53.99937,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Werner Meier,Europe,Germany,Werner Meier,Operational,,,1996.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.5,,,20/09/2021,,Eddelak,53.95,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Gerhard Lucht,Europe,Germany,Gerhard Lucht,Operational,,,1996.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Barlt,54.004475,9.071511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Kühl - Jesaitis oHG,Europe,Germany,Kühl - Jesaitis oHG,Operational,,,1996.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Wöhrden,54.165851,8.997974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Klein Welzin,Europe,Germany,Klein Welzin,Operational,,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.0,,,20/09/2021,,Klein Welzin,53.64,11.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
Otto Bornholdt,Europe,Germany,Otto Bornholdt,Operational,,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Eggstedt,54.05,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Klaus Köhler,Europe,Germany,Klaus Köhler,Operational,,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Süderhastedt,54.0494072,9.2083058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Wehren - I,Europe,Germany,Wehren - I,Operational,,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.0,,,20/09/2021,,Wehren,54.2,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
W. Frauen,Europe,Germany,W. Frauen,Operational,,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.5,,,20/09/2021,,Oesterwurth,54.21,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Heringsand,Europe,Germany,Heringsand,Operational,,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.0,,,20/09/2021,,Heringsand,54.2,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Lehnin,Europe,Germany,Lehnin,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.32,,,20/09/2021,,Lehnin,52.32,12.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Gustav Graba,Europe,Germany,Gustav Graba,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.8,,,20/09/2021,,Süderdeich,54.2,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Schülp II,Europe,Germany,Schülp II,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.5,,,20/09/2021,,Schülp,54.24,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Rehhorst,Europe,Germany,Rehhorst,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.5,,,20/09/2021,,Rehhorst,53.87,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
Hohe Asch,Europe,Germany,Hohe Asch,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.2,,,20/09/2021,,Extertal,52.07,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Hemme I,Europe,Germany,Hemme I,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.8,,,20/09/2021,,Hemme,54.28,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Hemme II,Europe,Germany,Hemme II,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.0,,,20/09/2021,,Hemme,54.28,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Dr. Wulf,Europe,Germany,Dr. Wulf,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.55,,,20/09/2021,,Hemme,54.28,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Oesterwurth - I,Europe,Germany,Oesterwurth - I,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Oesterwurth,54.21,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Hohensonne,Europe,Germany,Hohensonne,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Extertal,52.07,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Ullenhausen,Europe,Germany,Ullenhausen,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Extertal,52.07,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Pillenbruch,Europe,Germany,Pillenbruch,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.5,,,20/09/2021,,Bad Salzuflen,52.08,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Boddin,Europe,Germany,Boddin,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.0,,,20/09/2021,,Boddin,53.94,12.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Passow - I,Europe,Germany,Passow - I,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.0,,,20/09/2021,,Passow,53.51,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Passow - II,Europe,Germany,Passow - II,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.5,,,20/09/2021,,Passow,53.51,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
ket,Europe,Germany,ket,Operational,Natenco,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Vlotho,52.16,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Wehrendorf,Europe,Germany,Wehrendorf,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Vlotho,52.16,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Solterberg,Europe,Germany,Solterberg,Operational,Natenco,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.5,,,20/09/2021,,Vlotho,52.16,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Nienberge,Europe,Germany,Nienberge,Operational,,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.8,,,20/09/2021,,Münster,51.995028,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Renquishausen,Europe,Germany,Renquishausen,Operational,Windpark Renquishausen,,1996.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,"Albstadt, Sigmaringen, Tuttlingen",48.08,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
Stössen-Nauenburg,Europe,Germany,Stössen-Nauenburg,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,7.2,,,20/09/2021,,Stössen-Nauenburg,51.1,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Leibertingen,Europe,Germany,Leibertingen,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Leibertingen,48.04,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
Ihlow - I,Europe,Germany,Ihlow,Operational,Enercon,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,58.1,,,20/09/2021,,Ilhow,53.3988521,7.3555207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Kribbe-Premslin,Europe,Germany,Kribbe-Premslin,Operational,Theolia Naturenergien GmbH,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,27.0,,,20/09/2021,,Karstädt,53.1628303,11.7452754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Falkenwalde-1,Europe,Germany,Falkenwalde,Operational,Theolia Naturenergien GmbH,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Uckerfelde-Kleinow,53.265,13.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Dauer,Europe,Germany,Dauer,Operational,Enertrag,,,,Renewables,Wind,,,On-shore,,,,,,,,,48.0,,,20/09/2021,,Dauer,53.390278,13.912222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Füchtorf,Europe,Germany,Füchtorf,Operational,Enercon,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.2,,,20/09/2021,,Sassenberg,51.9929908,8.0443707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Bornstedt-Holdenstedt,Europe,Germany,Bornstedt-Holdenstedt,Operational,Theolia Naturenergien GmbH,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.5,,,20/09/2021,,Bornstedt,51.4822201,11.4827517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Mühlanger,Europe,Germany,Mühlanger,Operational,Theolia Naturenergien GmbH,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Mühlanger,51.86,12.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Grossvargula,Europe,Germany,Grossvargula,Operational,Theolia Naturenergien GmbH,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Grossvargula,51.1164119,10.7841946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Vogelsberg I,Europe,Germany,Vogelsberg I,Operational,Theolia Naturenergien GmbH,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.5,,,20/09/2021,,Brachttal-Streitberg,50.3225,9.2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Fehl-Ritzhausen - II,Europe,Germany,Fehl-Ritzhausen - II,Operational,,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.8,,,20/09/2021,,Fehl-Ritzhausen,50.65,8.003388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Windhausen,Europe,Germany,Windhausen,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.8,,,20/09/2021,,Windhausen,50.66,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Feldheim - I,Europe,Germany,Feldheim,Operational,Energiequelle,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Feldheim,51.99,12.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
