Unit name,Zone,Country,name,Status,Operator,Construction's begin,Commissioning Year,Decommissioning Year,Category,Energy 1,Energy 2,Energy 3,Technology,Sub Energy 1,Sub Energy 2,Sub Energy 3,Sub-techno.,CHP,CCS,Barge,Desalination,capacity,Energy Capacity (MWh),Discharge duration (hours),Last Update,Comment,City,lat,long,CAPEX (USDm),Date of financing,Production 2007 (GWh),Production 2008 (GWh),Production 2009 (GWh),Production 2010 (GWh),Production 2011 (GWh),Production 2012 (GWh),Production 2013 (GWh),Production 2014 (GWh),Production 2015 (GWh),Production 2016 (GWh),Production 2017 (GWh),Production 2018 (GWh),Production 2019 (GWh),Production 2020 (GWh),Load factor 2007 (%),Load factor 2008 (%),Load factor 2009 (%),Load factor 2010 (%),Load factor 2011 (%),Load factor 2012 (%),Load factor 2013 (%),Load factor 2014 (%),Load factor 2015 (%),Load factor 2016 (%),Load factor 2017 (%),Load factor 2018 (%),Load factor 2019 (%),Load factor 2020 (%),cluster
Hilsberg,Europe,Germany,Hilsberg,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.3,,,20/09/2021,,Bad Endbach  - Bottenhorn,50.7925,8.479722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Hochfranken,Europe,Germany,Hochfranken,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.5,,,20/09/2021,,Markt Stammbach,50.1451432,11.6926352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Hohenmölsen,Europe,Germany,Hohenmölsen,Operational,e.n.o. energy finance,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.4,,,20/09/2021,,Hohenmölsen,51.1556538,12.103117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Hohenseefeld II,Europe,Germany,Hohenseefeld II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Hohenseefeld,51.8794131,13.2991787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Hollich Sellen-2,Europe,Germany,Hollich Sellen,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.0,,,20/09/2021,,Steinfurt,52.150191,7.3438292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Holtriem III,Europe,Germany,Holtriem III,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,34.5,,,20/09/2021,,Westerholt,53.5902371,7.4578366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Holtsee-Altenhof,Europe,Germany,Holtsee-Altenhof,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.8,,,20/09/2021,,Altenhof,54.4405845,9.8923108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Hoppenrade,Europe,Germany,Hoppenrade,Operational,Windpark Hoppenrade,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,27.6,,,20/09/2021,,Hoppenrade,53.7301907,12.2736937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Jalm,Europe,Germany,Jalm,Operational,Windpark Jalm,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.8,,,20/09/2021,,Sieverstedt,54.6433648,9.475296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Karlsburg II,Europe,Germany,Karlsburg II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.2,,,20/09/2021,,Emsdetten,52.1757755,7.5274064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Kasendorf-Weismain,Europe,Germany,Kasendorf-Weismain,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,17.5,,,20/09/2021,,Kasendorf,50.0370524,11.3530109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Kirchspiel Medelby,Europe,Germany,Kirchspiel Medelby,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,82.2,,,20/09/2021,,Jardelund,54.8253603,9.200306,153.57026686159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Klettwitz 2,Europe,Germany,Klettwitz 2,Operational,KGE Windpark Schipkau-Nord & Co.,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,89.1,,,20/09/2021,,Schipkau,51.5168731,13.8978269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Kniphagen WPP,Europe,Germany,Kniphagen WPP,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Kniphagen,54.1738954,10.7866027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
Kohldamm,Europe,Germany,Kohldamm,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,33.0,,,20/09/2021,,Risum-Lindholm,54.7617685,8.8753926,54.414661486391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Kohlenbek,Europe,Germany,Kohlenbek,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.3,,,20/09/2021,,Bokelrehm,54.0386674,9.3869463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Kräft,Europe,Germany,Kräft,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.5,,,20/09/2021,,Neumarkt,49.2772606,11.4671996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Kündelmoor,Europe,Germany,Kündelmoor,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,45.8,,,20/09/2021,,Bösel,53.0031766,7.9517206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Kusey,Europe,Germany,Kusey,Operational,LHI SolarWind Kusey GmbH & Co. KG,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,30.5,,,20/09/2021,,Klötze,52.6276522,11.1639584,78.598955480342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Langenzenn,Europe,Germany,Langenzenn,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.5,,,20/09/2021,,Langenzenn,49.4921718,10.7970823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Lindenberg II,Europe,Germany,Lindenberg II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Schauenburg,51.283333,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
Mörsdorf Nord GmbH & Co. KG,Europe,Germany,Mörsdorf Nord GmbH & Co. KG,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.2,,,20/09/2021,,Mörsdorf,50.8714013,11.7985585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Münnerstadt,Europe,Germany,Münnerstadt,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.5,,,20/09/2021,,Münnerstadt,50.247561,10.1944102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Niederhausen an der Appel,Europe,Germany,Niederhausen an der Appel,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.5,,,20/09/2021,,Niederhausen an der Appel,49.7465752,7.8931413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Pritzwalk - III,Europe,Germany,Pritzwalk - III,Operational,LHI SolarWind Pritzwalk & Co.,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Pritzwalk,53.1497201,12.177885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Retzstadt - II,Europe,Germany,Retzstadt - II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.4,,,20/09/2021,,Retzstadt,49.9119424,9.8788085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Rietz 1,Europe,Germany,Rietz 1,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.2,,,20/09/2021,,Treuenbrietzen OT Rietz,52.0916007,12.8655166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Rödeser Berg,Europe,Germany,Rödeser Berg,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.2,,,20/09/2021,,Wolfhagen,51.3264673,9.1710827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Schafflund - IV,Europe,Germany,Schafflund - IV,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Schafflund,54.7584807,9.1839195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Schleiden - II,Europe,Germany,Schleiden - II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.3,,,20/09/2021,,Schleiden,50.5294456,6.4768533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Sehestedt,Europe,Germany,Sehestedt,Operational,Windpark Eckolstädt & Co.,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.0,,,20/09/2021,,Sehestedt,54.3662136,9.8174204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Sontra- II,Europe,Germany,Sontra- II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Sontra,51.0680551,9.9353653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
Storbeck,Europe,Germany,Storbeck,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,23.0,,,20/09/2021,,Hansestadt Osterburg,52.7890715,11.7223312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Uthlede Süd,Europe,Germany,Uthlede Süd,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,33.0,,,20/09/2021,,Uthlede,53.316612,8.591558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Veer Dörper Fläche 51,Europe,Germany,Veer Dörper Fläche 51,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.3,,,20/09/2021,,Joldelund,54.6510298,9.1375625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Völschow - III,Europe,Germany,Völschow - III,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.0,,,20/09/2021,,Völschow,53.876346,13.3354264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Walsleben Goldbeck,Europe,Germany,Walsleben Goldbeck,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.3,,,20/09/2021,,Goldbeck,52.7171622,11.8618344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Wanderup - III,Europe,Germany,Wanderup - III,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.9,,,20/09/2021,,Wanderup,54.6896315,9.3327735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Wanderup - II,Europe,Germany,Wanderup - II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.4,,,20/09/2021,,Wanderup,54.6896315,9.3327735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Wangelau,Europe,Germany,Wangelau,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.4,,,20/09/2021,,Wangelau,53.4539531,10.5455123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Weidehof,Europe,Germany,Weidehof,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.4,,,20/09/2021,,Reinsbüttel,54.1788403,8.9112597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Weilrod,Europe,Germany,Weilrod,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.8,,,20/09/2021,,Weilrod,50.333333,8.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Wesselburener Deichhausen,Europe,Germany,Wesselburener Deichhausen,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.5,,,20/09/2021,,Wesselburener Deichhausen,54.1751671,8.9379333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Wildberg NST,Europe,Germany,Wildberg NST,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.8,,,20/09/2021,,Wildberg,48.6246322,8.7410966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
Windpark der H & N Bürgerwind,Europe,Germany,Windpark der H & N Bürgerwind,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,27.0,,,20/09/2021,,Nordhackstedt,54.7330858,9.1670629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
WPB,Europe,Germany,WPB,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.1,,,20/09/2021,,Breklum,54.6049736,8.9865724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
WPB II,Europe,Germany,WPB II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.1,,,20/09/2021,,Breklum,54.6049736,8.9865724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Wrohm - Osterrade,Europe,Germany,Wrohm - Osterrade,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.5,,,20/09/2021,,Wrohm,54.2130017,9.3820843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Zedtwitz,Europe,Germany,Zedtwitz,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.2,,,20/09/2021,,Gemeinde Feilitzsch,50.362288,11.9341628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Zweite Klixbüll Energie,Europe,Germany,Zweite Klixbüll Energie,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.0,,,20/09/2021,,Klixbüll,54.81,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Barg-Schwensby,Europe,Germany,Barg-Schwensby,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.3,,,20/09/2021,,Sorup,54.7172931,9.6708486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bürgerwindpark Barlt Ost,Europe,Germany,Bürgerwindpark Barlt Ost,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,22.2,,,20/09/2021,,Barlt,54.004475,9.071511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Coppenbrügge Hohnsen,Europe,Germany,Coppenbrügge Hohnsen,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.4,,,20/09/2021,,Coppenbrügge,52.1181178,9.5464368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Elisabethfehn,Europe,Germany,Elisabethfehn,Operational,RWE,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,8.0,,,20/09/2021,,Cloppenburg,52.84748,8.04625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Elisenhof,Europe,Germany,Elisenhof,Operational,RWE,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.3,,,20/09/2021,,Paderborn,51.7189205,8.7575093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Eystrup,Europe,Germany,Eystrup,Operational,RWE,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.0,,,16/11/2021,,Nienburg,52.6380924,9.2084155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Gethsemane,Europe,Germany,Gethsemane,Operational,RWE,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.2,,,20/09/2021,,Hersfeld-Rotenburg,53.1128,9.3906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Grauen,Europe,Germany,Grauen,Operational,RWE,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.0,,,20/09/2021,,Harburg,53.4607681,9.9835844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Kolbenstein,Europe,Germany,Kolbenstein,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Kratzenburg,50.1879518,7.5535566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
Kutzleben,Europe,Germany,Kutzleben,Operational,Erneuerbare Energien Verwaltungs Dresden,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,41.1,,,20/09/2021,,Kutzleben,51.2,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Lesse II-4,Europe,Germany,Lesse II,Operational,RWE,,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.3,,,20/09/2021,,Lesse,52.2688736,10.5267696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Looft II,Europe,Germany,Looft II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.2,,,20/09/2021,,Looft,54.03,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Mahlwinkel Sud,Europe,Germany,Mahlwinkel Sud,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,46.0,,,20/09/2021,,Mahlwinkel,52.3942587,11.7874094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Neuenkirchen II,Europe,Germany,Neuenkirchen II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,34.9,,,20/09/2021,,Neuenkirchen,52.510785,8.065556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Oedelum,Europe,Germany,Oedelum,Operational,RWE,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.6,,,20/09/2021,,Hildesheim,52.200278,9.91809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Osterrade II,Europe,Germany,Osterrade II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Bovenau,54.3295781,9.828892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Schneverdingen,Europe,Germany,Schneverdingen,Operational,RWE,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.2,,,16/11/2021,,Soltau-Fallingbostel,52.98333,9.83333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Welver,Europe,Germany,Welver,Operational,RWE,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.2,,,16/11/2021,,Soest,51.57111,8.10917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Zicherie,Europe,Germany,Zicherie,Operational,RWE,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,,Gifhorn,52.48861,10.54639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Abens Blersum,Europe,Germany,Abens Blersum,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.3,,,20/09/2021,,Wittmund,53.5766311,7.773289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Abens Nord,Europe,Germany,Abens Nord,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.4,,,20/09/2021,,Wittmund,53.5766311,7.773289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Alt- Bennebek II,Europe,Germany,Alt- Bennebek II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.3,,,20/09/2021,,Alt Bennebek,54.3775102,9.4329741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Appeln,Europe,Germany,Appeln,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.4,,,20/09/2021,,Beverstedt,53.4317865,8.8211116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Asselner,Europe,Germany,Asselner,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.5,,,20/09/2021,,Lichtenau,51.64,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Barnstorf II,Europe,Germany,Barnstorf II,Operational,,,2016.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.7,,,20/09/2021,,Drentwede,52.7496764,8.5712231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
BBE Windpark,Europe,Germany,BBE Windpark,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.3,,,20/09/2021,,Barlt,54.004475,9.071511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Behrendorf II,Europe,Germany,Behrendorf II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.1,,,20/09/2021,,Behrendorf,54.57,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Beidenfleth II,Europe,Germany,Beidenfleth II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.2,,,20/09/2021,,Beidenfleth,53.89,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Berg WPP II,Europe,Germany,Berg WPP II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Berg,49.3744615,12.4904139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Berne II,Europe,Germany,Berne II,Operational,IFE Windpark Berne,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.8,,,20/09/2021,,"Gemarkung Neuenhuntorf, Berne",53.1822838,8.4251636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Birkenfels,Europe,Germany,Birkenfels,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Flachslanden,49.3995933,10.5126976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Blye Repowering,Europe,Germany,Blye,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.6,,,20/09/2021,,Lindewitt,54.697571,9.1952961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bökingharder,Europe,Germany,Bökingharder,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.8,,,20/09/2021,,Risum-Lindholm,54.7617685,8.8753926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Brebek-1,Europe,Germany,Brebek,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Ladelund,54.8407327,9.0212813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Buchonia,Europe,Germany,Buchonia,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.0,,,20/09/2021,,Sinntal,50.3126669,9.6236534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Coppenbrügge II,Europe,Germany,Coppenbrügge II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.2,,,20/09/2021,,Coppenbrügge,52.1181178,9.5464368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Creglingen-Klosterwald,Europe,Germany,Creglingen-Klosterwald,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,22.8,,,20/09/2021,,Creglingen,49.4714813,10.029987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Dagebüll,Europe,Germany,Dagebüll,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,17.0,,,20/09/2021,,Dagebüll,54.730176,8.7055281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Dinkelsbühl-Wilburgstetten (ehemals WP Eichelberg),Europe,Germany,Dinkelsbühl-Wilburgstetten (ehemals WP Eichelberg),Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.2,,,20/09/2021,,Dinkelsbühl,49.0670187,10.3259395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Duben II,Europe,Germany,Duben II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.8,,,20/09/2021,,Luckau OT Duben,51.9274837,12.3844751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Egglingen repowering,Europe,Germany,Egglingen repowering,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.2,,,20/09/2021,,Wittmund,53.5766311,7.773289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Energie- und Ressourcenpark Rabenau,Europe,Germany,Energie- und Ressourcenpark Rabenau,Operational,Trianel,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.2,,,20/09/2021,,Rabenau,50.964561,13.6432545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Feldheim - V,Europe,Germany,Feldheim,Operational,Energiequelle,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.0,,,20/09/2021,,Feldheim,51.99,12.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
"Gehrde ""Groß Drehle""",Europe,Germany,"Gehrde ""Groß Drehle""",Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Gehrde,52.5767513,8.0071738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Gesater Wald,Europe,Germany,Gesater Wald,Operational,Onshore Wind Gesater Wald,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Neuendettelsau,49.2859611,10.7872985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Großbardorf-Sulzfeld,Europe,Germany,Großbardorf-Sulzfeld,Operational,,,2016.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.2,,,20/09/2021,,Großbardorf,50.268224,10.3686947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Haaren-Leiberg IV (Erweiterung),Europe,Germany,Haaren-Leiberg IV (Erweiterung),Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.7,,,20/09/2021,,Bad Wünnenberg,51.5171339,8.6988832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Hartenfelser Kopf II,Europe,Germany,Hartenfelser Kopf II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.8,,,20/09/2021,,"Höchstenbach, VG Hachenburg",50.6594651,7.8209622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Harthäuser Wald,Europe,Germany,Harthäuser Wald,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,42.0,,,20/09/2021,,Widdern,49.3163829,9.4155546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Hassel II,Europe,Germany,Hassel II,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.4,,,20/09/2021,,Lichtenau,51.64,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Himmelwald,Europe,Germany,Himmelwald,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.9,,,20/09/2021,,Ottweiler,49.4043228,7.1630189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Hohen Luckow Erweiterung,Europe,Germany,Hohen Luckow Erweiterung,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,22.4,,,20/09/2021,,Satow OT Hohen Luckow,53.9821143,11.9653277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Hohenzellig,Europe,Germany,Hohenzellig,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.2,,,20/09/2021,,Gemeinde Konradsreuth,50.2723191,11.8507666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Hollich Sellen-1,Europe,Germany,Hollich Sellen,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.0,,,20/09/2021,,Steinfurt,52.150191,7.3438292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
